content,score
Good aplication,5
"I already took a photo using my passport for identification, but it requires an e-passport for scanning. Not all countries have e-passports. Dumb app.",1
Very good,5
Muter2 doank gak bisa masuk dr 3 hr lalu,2
pemeriksaan keamanan cepat ga bisa masuk masuk terus kenapa dah,1
Jejaring yg bagus,5
"Saya lupa password tapi tetap ga bisa login, karena aplikasi loading terus",1
"sangat membantu saat ini, ok",5
Selalu erorr,1
"Tolong kembalikan uang saya 2.734.646 Rupiah saya tidak bermaksud berlanggan itu terpotong Otomasi, saya sangat membutuhkan uang tersebut mohon bantuannya",1
Not working on my device,1
Mantap,5
Ok,5
Bagus,5
"Kenapa hp aku ga bisa instal apk ini, tulisannya aplikasi tidak kompatibel teruss",2
Mau daftar susah,1
Ok sgt membantu,4
"Ya Allah aku tak tahu Pukul 03.51 dana saya dipotong 1. 116.078 oleh Google play saya tak tahu langganan apa yang saya buat, adakah solusi saya sudah ajukan pengembalian dana,,",3
"woy linkedln ayolah beffering mulu, perbaiki ga!",1
Apk tidak berfungsi dengan semestinya di persulit di bagian pengecekan keamanan pada saat awal pengunaan aplikasi,1
bagus,5
Baik,5
"tidak bisa login stuck di pemeriksaan keamanan cepat sudah coba cara apapun tetap tidak bisaa, tolong diperbaiki.",1
Very good,5
Bagus sekali infonya,5
Excellent,5
Sangat membantu sekali terimaskasih linkedln,5
Imfo y sangat membantu,5
"Benar-benar berguna sangat. A.) Tidak puas. B.) Tidak Cukup Puas C.) Cukup Puas. D.) Sangat Puas. Saya pilih, Sangat Memuaskan (Sangat Puas).",5
Ok,5
"Sekarang tidak bisa menginstal via hp android, sudah coba pake iPhone juga gabisa login.",1
Keluhan yang sama dengan para pengguna lain yang memberikan rating serupa,1
Aplikasi ampas gabisa kebuka,1
"lemot, gabisa dibuka, selalu muncul tulisan 'lakukan verifikasi dengan cepat' tpi loading mulu",1
Great,5
"Eror terus ini gimana ,udah update udah reset ganti akun dll Masi GK bisa dibuka",1
gabisa login,1
Keren untuk mencari partnership bisnis,4
"Selalu stuck di pemeriksaan keamanan, atau captcha tidak muncul, silahkan dibenerin webnya ,captcha nya ke block by CSP",1
Tidak bisa dibuka,3
Bagus,5
"buffring terus, ulasannya juga rata rata sama",1
Buffering 🙏🙏🙏,1
"Tolong kenapa susah benget ya login saya penggunaan baru awalnya masih bisa login tetapi tiba-tiba terkeluar dan selalu stuck dia ""mari lakukan pemeriksaan keamanan cepat"" Sudah berbagai cara sampai coba pakai email yg lain tapi tetap tidak bisa bahkan saya sudah sampek melakukan verifikasi dengan ktp",1
"Sangat jelek, tiba-tiba keluar sendiri mau login lagi udah gak bisa. Tolong segera perbaiki aplikasinya, banyak orang yang membutuhkan terutama bagi fresh graduate yang butuh info loker, please admin😭🙏🙏🙏",1
"Uang saya tepotong di akun dana padahal saya tidak pernah berlangganan. Tolong kembalikkan uang sya kembali. Aplikasi ini pun tidak pernah saya gunakan, hanya sekedar buat akun saja!",1
Sulit login padahal baru instal dan mau daftar,2
Kenapa saldo Dana saya terpotong Rp. 600.000 padahal tidak berlangganan jahat banget,1
Baru bikin tp pas mau masuk gak bisa buffering terus,1
Good,5
"KAPAN BISA LOGINNYA INI MIN, AKU BUTUH BUAT IKUT EVENTTTTT",1
"Mau login selalu stuck di Verifikasi cepat, loading terus ga masuk2. Sudah coba lewat apps, lewat browser, pakai hp, pakai tab, pakai laptop tetap tidak bisa login. Service center gajelas hubungin kemana pulak.",1
Bagus,5
"Saya ingin buat akun tapi tidak bisa. Selalu muncul tulisan ""Mari Lakukan Pemeriksaan Cepat"". Tapi setelah saya tunggu sekian lama tetap buffering dan akhirnya muncul "" Halaman Tidak Tersedia"". Saya liat review lainnya protes hal yg sama, bahkan sejak bulan Desember. Apa benar sampe sekarang ga ada perbaikan?",1
👍👍👍👍👍,5
Sangat baik,4
Gk bisa masuk,1
Error mulu dah ini app. Bukannya mempermudah malah mempersulit,1
"Woy eror woy, ga bisa login, bug woyyyyy, apa""an ini",1
"saya ingin log in kembali ke linkedin tapi stuck di tampilan verifikasi keamanan, di HP atau di Laptop pun sama saja, bagaimana ini solusinya?",1
Saya tidak bisa masuk ke akun saya,1
"ribet, tiap laporan tdk pernah di jawab",1
"Tolong bantuannya, kenapa akun saya tidak basa login padahal sandi dan pin sudah benar. Selain itu, saat mau mereset ulang pin da sandi selalu tidak bisa. Muncul bug error pada tampilan setelah menunggu beberapa saat, mohon bantuannya. Sudah banyak kegiatan yang tertinggal yang seharusnya bisa di up dalam LinkedIn.",1
"Saya suka dengan aplikasi LinkedIn ini. Baguss, hanya saja kenapa ya pas saya coba post di LinkedIn selalu terjadi error. Loading terus",2
tolong perbaikanny pliss😓,1
Keren,5
Membantu mencari pekerjaan,5
Mantab bantu sekali,5
Bagus,5
"Saya ingin mendaftar untuk pertama kali tapi tetap tidak bisa karna tetus buffering ""mari lakukan pemeriksaan keamanan cepat"". Sudah dicoba berbagai cara dan mencari informasi di internet, hasilnya nihil",1
"Saldo dana saya tiba-tiba ditarik sekitar Rp650.000 dan saya tidak merasa berlangganan, mohon bantuannya untuk pengembalian dananya karena saya tidak menggunakan layanannya sama sekali",1
"selalu gagal login. solusinya bagaimana ya, mohon bantuannya",1
Ga bisa digunakan ngelag di pemeriksaan cepat,1
Bagus,5
"bug, stuck di security check",1
Bisnis online jadi dikenal,5
aplikasi cacat ga bisa login ga guna buffering di pemeriksaan keamanan. ga di perbaiki cacat,1
Tidak bisa login,1
"Tidak bisa login, aplikasi eror, mohon segera di perbaiki",1
Informasi lowongan kerja akurat memuaskan recommend,5
Poor aplication i have lost my job Because my account was blocked suddenly without any logical reason. Very disappointing,2
Ok,5
Good,5
"kenapa tidak kompatibel dengan perangkat saya, ada masalah apa ini , 2 bulan lalu masih bisa",1
"errorr!! gbisa daftar ""mari lakukan pemeriksaan keamanan"" buat apacb",1
Aplikasi ANEH tidak bisa membuat akun dan LOGIN selalu buffering dan pemeriksaan keamanan yang aneh KONYOL,1
"Lemot bgtvsetelah diperbarui, pemeriksaan keamanan terus tapi ga bisa kebuka, pdhl koneksi udah stabil",1
"Apa apa serba bayar, mau kirim pesan aja musti premium dulu, bayarnya mahal banget lagi",1
Good,5
Ok,5
"Saya pengguna baru LinkedIn, kenapa pas mau login tidak bisa. Tulisannya ""Mari lakukan pemeriksaan keamanan cepat"". Buffering terus. Itu kenapa yaa ?",1
mantab,5
Faster and detail,5
Pemeriksaan keamanan cepat tidak bisa dan malah halaman web tidak terdeteksi,1
Good,5
Good,5
Mantap...semoga kedepanya lebih baik lagi,5
"Susah daftar,sudah isi nomor lalu isi kode setelah itu error balik lagi isi nomor pas mau isi kode error lagi kode gak di kirim-kirim,entah apa lah maunya.",1
Ok,5
Good,5
Bagus,5
Best,5
"Ini kenapa tidak bisa login stuck di tulisan pemeriksaan keamanan cepat,tolong segera diatasi",3
Aplikasi bagus untuk cari kerja,5
Bagus,5
penuh dengan pengalaman,5
Oke banget,5
Cacat,1
Tidak bisa mereset password,1
"Aplikasi gk berfungsi sm sekali,... Hanya menyebarluaskan data pribadi aja gk membantu sama sekali",1
Sangat membantu dalam mencari referensi kerja,5
"Aplikasi ga jelas!! ini gimana sih aplikasi setiap mau buka ada tulisan ""mari lakukan pemeriksaan keamanan cepat"" mulu heran dah",1
Susah banget buat login loading buat masuknya unlimited 🤢,1
Bagus,5
Ok,5
apk ga jelas,1
Ok,5
Saya ingin mengetahui apa fungsi apl ini,3
"Berikut contoh ulasan dalam bahasa Inggris untuk meningkatkan daya tarik di LinkedIn: Ulasan Profesional 1. ""Highly recommended! [Nama Anda] consistently delivers high-quality work and demonstrates exceptional expertise in [bidang keahlian]."" 2. ""I've had the pleasure of working with [Nama Anda] on several projects. Their attention to detail, creativity, and professionalism are truly impressive."" 3. ""[Nama Anda] is an outstanding professional with a deep understanding of [industri/bidang]. Thei",5
Saya ingin berhenti berlangganan tapi sangat sulit sekali prosesnya,1
"Ga bisa login, malah buffering teruss",1
ga bisa login dan buat akun,1
Min saya mau daptar koq susah banget nunggu Verifikasi keamanan nya lama,2
Mohon infonya aplikasi LinkedIn saya tidak bisa di buka,4
Good apps,5
Aplikasi yg sangat membantu untuk dunia pekerjaan,5
TERBAIK,5
mempermudah indormasi kerja,5
Bagus,5
"Muter2 terus, gak bisa login",1
Kenapa tidak bisa didownload ya apk nya?,2
Good,5
"Akun saya kena hack, terus coba ambil alih lagi, saya sesuaikan kembali data diri saya, karena sebelumnya semuanya diubah sama orang yang tidak dikenal, setelah itu akun saya nggak bisa login lagi, komplain ke pihak linkedin nya, malah dibilang nggak bisa di berikan kembali akun saya, karena sudah melanggar ketentuan, dan saya ketika ingin login selalu mentok di verifikasi, mungkin kalau ada yang sama dengan saya, kemungkinan akunnya kena tangguhkan, atau kena sangsi, tolong admin keringanannya",1
"Menurutku sudah sangat puas, terima kasih 😘",5
"why when i open the linkedin app/website, i always get stuck on quick security verification, i have tried uninstalling and installing the app and i have tried clearing the cache but it is still the same",1
"Tidak dapat login akun, Selalu loading dengan tulisan ""mari lakukan pemeriksaan keamanan cepat"".",1
Bagus,5
Ok,3
Sangat mereferensi,5
Menarik,5
Baik,5
Aplikasi yg sangat membantu,3
Tidak menghargai privasi. Penyebaran data informasi gampang lolos dilakukan,1
Cara masuk nya gimana woy kok gw malah memeriksa keamanan cepat tapi lamaa banget gabisa gabisa,1
Sangat bermanfaat,5
Lancarkan semua situs,5
Informatif,5
nice apk,5
"Update 27 Januari apaan coba, mau login aja masih ngga bisa, berhenti di ""mari lakukan pemeriksaan cepat"" apaan coba, ini mah namanya ngga guna update sampah",1
"Mau daftar error mulu, mentok dibuffering periksa keamanan cepat aja. Tolong perbaiki",1
👍👍👍👍,1
"Aplikasi gak jelas, mau login aja susah banget, tiba tiba ngeblank muter mulu",1
Good,1
"Akun linkedin gak bisa dibuka/akses, tapi di email penuh pemberitahuan seakan saya aktif berinteraksi.",2
biaya premium nya kelewat mahal...,3
Membantu,5
"Saya coba kirimkn 4 bintang, dl",4
sangat bermanfaat,5
Oke,5
Tidak berlangganan knp di tarik,1
"Apa masalah Linkedln ini? Kok saya ga bisa login? Setiap mau login mau itu dari hp maupun laptop, selalu keteranganya MARI LAKUKAN PEMERIKSAAN KEAMANAN CEPAT. Ini sangat mengganggu, udh sejam lebih saya tunggu, namun tetap seperti itu. Saya harap pihak Linkedln dapat mengatasi dan memperbaiki kesalahan ini. Terimakasih",1
Good,5
stuck pemeriksaan keamanan cepat,1
Ok,5
So far so good,5
Maaf kk kok gabisa di download sih padahal aku lagi butuh banget untuk cari pekerjaan,2
Lemot dan sering force close sendiri 😑,1
peluang bisnis ada dimana saja yang penting mau berjuang dan bekerja sama,5
Sangat membantu,5
"ini gimana saya baru daftar akun januari awal 2025 udah ngelengkapi profile, akunnya baru ke index google beberapa minggu sekerang pas dicek lagi akunnya tidak ada dan pas login gabisa tertulis ""mari lakukan pemeriksaan cepat"" ditunggu reload terus dan malah webnya eror ""halaman tidak tersedia"" padahal saya gapernah login dari device 1 ke satunya ko bisa kena verifikasi gitu",1
gabisa login,1
Mau tutup akun g bisa,1
"Saya senang sekali, banyak pengetahuan yang saya dapatkan",5
Gk bisa login payah,1
Tidak bisa menambahkan nomer telepon,1
Download,5
Good,5
Good,5
Sangat membantu sekali dalam mencari pekerjaan ataupun mencari karyawan yang kompeten. 👍👍👍💯🇮🇩,5
"Tidak bisa dibuka, setiap login pasti muncul mari melakukan keamanan cepat ujung2nya error",1
Gajelass aplikasi apa ini Lowongan sudah ngelamar tapi lowongan nya sudah kadaluwarsa klo emng gak ada lowongan gk usah pakee iklan,1
"ini kalau login atau daftar selalu dipersulit prosesnya, lama banget. apa ? pemeriksaan keamanan cepat ? inii memakan bisa 30 menit dan sinyalku masih aman dengan lancar",1
"Aplikasi LinkedIn ini sangat bagus di semua kalangan, sangat profesional.",5
Aplikasi nya Sangat membantu,5
Aplikasi yang sangat membantu,5
"Saya mau login gagal, padahal daftar sudah berhasil setelah logout masuk lagi muter muter ja Mulu gak bisa masuk",1
"Tolong saya sudah berkali kali mencoba login namun tidak bisa, saya sudah memiliki akun dan sudah memiliki koneksi yang menurut saya tidak mudah mendapatkannya lagi. Akun saya dulu dibajak dan berubah nama, lalu saya mencoba login dan namun tidak bisa, saya sudah verifikasi KTP, namun dari aplikasi sendiri tetap tidak merespon, lalu saya sekarang mencoba login kembali dan malah buffering terus di pemeriksaan keamanan, Mohon diperbaiki",1
Baik sekali membantu dalam proses mencari kerja dan memberikan informasi pekerjaan dll,5
"Ini gimana ya, buffering mulu, login dari laptop jg susah, error terus. Segera di perbaiki sistem nya, platform penting tapi kok gini",1
Linkind membantu saya dalam menemukan job yg sesuai fengan talenta saya,5
Buat akun nugguin verifikasi keamanan trusss,1
Aplikasi ini keren banget deh,5
Terlalu lama untuk memeriksa keamanan,1
Banyak Pengetahuan....!,5
"Saya Tidak Suka Aplikasi Ini,Tolong Dihapus Aplikasii Ini Dari Hp Saya",1
Aplikasi yang luar biasa,5
"kenapa ya gk bisa masuk udah 2 minggu, halaman web tidak tersedia katanya",2
Tidak bisa di buka,2
"Gabisa login, developer gajelas buruan perbaiki bug nya. Update apk nya",1
APA INI SAYA TIDAK BISA MASUK DAN GABISA BIKIN AKUN BARU,1
😀😃,4
Baik,3
Sangat ok,5
Suka .,5
tidak bisa login,1
Sangat mantap,5
mantap betul.,5
Helpful,5
Tidak bisa di download apk linkedin,5
Banyak membantu,5
suka,5
Top,5
Ok mantap👍🏻,5
"Buffering Mulu jirr, padahal baru download.",1
. CV,5
Mantap euyyy,5
SUSAH LOGINNNNN,1
"Akun tidak bisa masuk, erorr",1
Sangat bagus,5
gabisa login mulu,1
Ayo berekpresi,5
Payah susaj buat login,1
"Alhamdulillah seneng banget ada LinkedIn cari kerja lebih mudah, walaupun sampai saat ini belum ada panggilan 😭🥺 Semuanya, doakan Alda ya, supaya sebelum bulan puasa dapat panggilan kerja dan langsung keterima kerja, aaaminn☺️",5
"Melihat teman kepercayaan bergabung disini, artinya ini sangat mantap",3
Tolong kembalikan uang saya yang terpotong otomatis dari gopay tanpa saya memasukan pin,1
"I'm sorry, but this app is broken",1
Tolong Perbaiki menu registrasi saya tidak bisa mendaftar error di pemeriksaan nya,1
LinkedIn grow Professional Network and carrier opportunity,5
Bagus,5
Best of the best,5
"Loginnya susah bngt, tolong diperbaiki ini",1
Ok,5
Mantap,5
masuk angin gk bisa login,1
Ga bisa login,1
"Loading yang sangat lama, sudah login tiba-tiba logout dan ketika masuk kembali ternyata logout sendiri. Tolong diperbaiki bug sistemnya.",1
Saya sangat tertarik dengan dunia LinkedIn memberikan sebuah informasi dan komunikasi pertama di bidang universal service sangat membantu pekerjaan saya,5
Sangat membantu dalam mencari peluang kerja atau pengembangan diri menjadi enterpreneur,5
tidak bisa login ke aplikasi!!,1
"kenapa loadingnya stuck sih pas daftar, udah 3 hari",1
"Stuck on loading for login, ada apa dengan LinkedIn?",1
Kenapa nggak bisa masuk ke aplikasinya?!,1
"Sangat membantu untuk informasi baik dalam ilmu pengetahuan, peluang karir, bisnis dll.",5
Tidak bisa login,1
Tolong iklannya jangan suka muncul terus dmana mana bosan bgt,1
"mau login malah muncul ""mari lakukan pemeriksaan cepat"" cepat mata kau puqiiii",1
Sangat direkomendasikan buat para pencari kerja,5
Oke,4
Apk in keren banget my soulmate Butuh kerja gabung di sini,5
"Aplikasi error kah ? Kok gak bisa"" login yak ini. Pemeriksaan keamanan cepat Mulu tulisannya. Dan ujung""nya ada tulisan website error. Kocak dah",1
"mohon maaf kenapa susah sekali mau login ya, sudah beberapa kali dn jeda beberapa hari ttp tdk bisa login, mohon bantuanya terima kasih",2
Aplikasi bagus yang memudahkan orang orang mencari lowongan pekerjaan secara online,5
APLIKASI CACAD TOLOLL ANEHH LOGIN MALAH MUTER TERUS MENERUS,1
Kenapa susah login Pemeriksaan keamanan selalu stuck,1
Masyallah,5
Mantaaap,5
Ga bisa donlot,1
Gabisa login atau daftar,1
Good,5
"Bagus, Ok",5
tidak bisa log in kembali,1
Warrr biasa sekali 👍👍👍,5
Ok saya suda coba dulu ya,4
"bagus aplikasinya.. awalnya kurang suka, tapi lama-lama suka karena terbiasa",5
Nilai,5
I m welder,4
Sangatt berguna,5
Tutor log in LinkedIn donggg gak masuk² dh,1
mau verifikasi aja ribet,1
Produk yg luar biasa..,5
Stuck di pemeriksaan cepat?,1
"Tidak bisa login, muter"" mulu padahal koneksi stabil.",1
Mantaf,5
Semoga dengan Bintang 5 bisa membantu saya bisa sukses agar impian saya bisa tercapai membawa ke2.orang tua umroh amin semoga semuah gru LinkedIn makin jaya sukses sllu,5
Luar biasa ni apk,5
Sangat membantu,5
Bagus,5
"Aplikasi kotoran, Tidak bisa membantu, hanya jual iklan dan publikasi kinerja perusahaan. APL miskin NEGARA MISKIN",5
"Ini apk gak jelas, apaan cuma stuck di pemeriksaan keamanan terus menerus",1
Bagus,5
"Dear. Developer ataupun pengelola aplikasi, saya mengalami kendala saat melakukan login, ini sudah terjadi sebulan terakhir, apakah ada yang bisa membantu saya, atau ada yang bisa saya hubungi, terimakasih",4
Tidak bisa login,2
Bagus sekali,5
Kenapa tidak bisa login ya?,1
Perfect,5
Mantup,5
Like,5
Pas mau daftar terhambat di pemeriksaan keamanan cepat,1
"Kalo bisa ngga kaasih bintang mending ngga kasih deh, gagal sign up teruss ga guna",1
Bagus,5
sanagat membantu,5
Sangat bermanfaat,5
Wonderful... make easy my task and always supporting. Thanks. Noted: We can discuss everythink about Business and Management from new relations.,5
